NTA Experiment Summary File,
Created with NTA 3.4 Build 3.4.4,
,
[Experiment Details],,
Software Version,NTA 3.4 Build 3.4.4,
Experiment Name,sample2bloom 2024-07-11 11-42-28.nano,
Operator Name,kasson,
Time Captured,11:42:28  11/07/2024,
Sample Description,bloom-heat2,
Pre-treatment,,
Diluent,9x,
Remarks,,
,,
,,,,,
Filename:,sample2bloom 2024-07-11 11-42-49,sample2bloom 2024-07-11 11-44-00,sample2bloom 2024-07-11 11-45-12,sample2bloom 2024-07-11 11-46-24,sample2bloom 2024-07-11 11-47-35,
Processed,Yes,Yes,Yes,Yes,Yes,

[Conditions],,,,,,
Temperature/C,20.527,20.578,20.568,20.589,20.609,
Viscosity/cP,0.987247,0.986026,0.986265,0.985763,0.985286,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Red,Red,Red,Red,Red,
Camera Level,14,14,14,15,15,
Slider Shutter,1259,1259,1259,1206,1206,
Slider Gain,366,366,366,366,366,
Shutter/ms,31.480000,31.480000,31.480000,30.150000,30.150000,
Camera Histogram Upper Limit,6588,6588,6588,3294,3294,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,50,50,50,50,50,
,,,,,,
[Settings],,,,,,
Detection Threshold,5,5,5,5,5,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,12.0000,12.0000,12.0000,12.0000,10.2016,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
341.5,0,0,0,1667773,1,333555,333554,
342.5,0,0,0,1560709,1,312142,312142,
343.5,0,0,0,1452900,1,290580,290580,
344.5,0,0,0,1345723,1,269145,269145,
345.5,0,0,0,1240408,1,248082,248081,
346.5,0,0,0,1138020,1,227604,227604,
347.5,0,0,0,1039452,1,207891,207890,
348.5,0,0,0,945421,1,189084,189084,
349.5,0,0,0,856473,0,171295,171295,
350.5,0,0,0,772991,0,154598,154598,
351.5,0,0,0,695210,0,139042,139042,
352.5,0,0,0,623234,0,124647,124647,
353.5,0,0,0,557051,0,111410,111410,
354.5,0,0,0,496551,0,99310,99310,
355.5,0,0,0,441550,0,88310,88310,
356.5,0,0,0,391799,0,78360,78360,
357.5,0,0,0,347008,0,69402,69402,
358.5,0,0,0,306855,0,61371,61371,
359.5,0,0,0,271000,0,54200,54200,
360.5,0,0,0,239098,0,47820,47820,
361.5,0,0,0,210806,0,42161,42161,
362.5,0,0,0,185786,0,37157,37157,
363.5,0,0,0,163718,0,32744,32744,
364.5,0,0,0,144297,0,28860,28859,
365.5,0,0,0,127240,0,25448,25448,
366.5,0,0,0,112284,0,22457,22457,
367.5,0,0,0,99189,0,19838,19838,
368.5,0,0,0,87736,0,17547,17547,
369.5,0,0,0,77729,0,15546,15546,
370.5,0,0,0,68992,0,13798,13798,
371.5,0,0,0,61365,0,12273,12273,
372.5,0,0,0,54712,0,10942,10942,
373.5,0,0,0,48907,0,9781,9781,
374.5,0,0,0,43842,0,8768,8768,
375.5,0,0,0,39423,0,7885,7885,
376.5,0,0,0,35565,0,7113,7113,
377.5,0,0,0,32198,0,6440,6440,
378.5,0,0,0,29257,0,5851,5851,
379.5,0,0,0,26688,0,5338,5338,
380.5,0,0,0,24443,0,4889,4889,
381.5,0,0,0,22481,0,4496,4496,
382.5,0,0,0,20767,0,4153,4153,
383.5,0,0,0,19269,0,3854,3854,
384.5,0,0,0,17963,0,3593,3593,
385.5,0,0,0,16824,0,3365,3365,
386.5,0,0,0,15833,0,3167,3167,
387.5,0,0,0,14974,0,2995,2995,
388.5,0,0,0,14232,0,2846,2846,
389.5,0,0,0,13595,0,2719,2719,
390.5,0,0,0,13052,0,2610,2610,
391.5,0,0,0,12595,0,2519,2519,
392.5,0,0,0,12217,0,2443,2443,
393.5,0,0,0,11911,0,2382,2382,
394.5,0,0,0,11672,0,2334,2334,
395.5,0,0,0,11496,0,2299,2299,
396.5,0,0,0,11380,0,2276,2276,
397.5,0,0,0,11322,0,2265,2264,
398.5,0,0,0,11321,0,2264,2264,
399.5,0,0,0,11375,0,2275,2275,
400.5,0,0,0,11485,0,2297,2297,
401.5,0,0,0,11652,0,2330,2330,
402.5,0,0,0,11875,0,2375,2375,
403.5,0,0,0,12159,0,2432,2432,
404.5,0,0,0,12504,0,2501,2501,
405.5,0,0,0,12915,0,2583,2583,
406.5,0,0,0,13396,0,2679,2679,
407.5,0,0,0,13951,0,2790,2790,
408.5,0,0,0,14586,0,2917,2917,
409.5,0,0,0,15308,0,3062,3062,
410.5,0,0,0,16125,0,3225,3225,
411.5,0,0,0,17045,0,3409,3409,
412.5,0,0,0,18077,0,3615,3615,
413.5,0,0,0,19232,0,3846,3846,
414.5,0,0,0,20523,0,4105,4105,
415.5,0,0,0,21963,0,4393,4393,
416.5,0,0,0,23567,0,4714,4713,
417.5,0,0,0,25353,0,5071,5071,
418.5,0,0,0,27337,0,5467,5467,
419.5,0,0,0,29542,0,5908,5908,
420.5,0,0,0,31988,0,6398,6398,
421.5,0,0,0,34701,0,6940,6940,
422.5,0,0,0,37707,0,7541,7541,
423.5,0,0,0,41036,0,8207,8207,
424.5,0,0,0,44720,0,8944,8944,
425.5,0,0,0,48792,0,9758,9758,
426.5,0,0,0,53290,0,10658,10658,
427.5,0,0,0,58254,0,11651,11651,
428.5,0,0,0,63727,0,12745,12745,
429.5,0,0,0,69754,0,13951,13951,
430.5,0,0,0,76384,0,15277,15277,
431.5,0,0,0,83667,0,16733,16733,
432.5,0,0,0,91658,0,18332,18332,
433.5,0,0,0,100414,0,20083,20083,
434.5,0,0,0,109992,0,21999,21998,
435.5,0,0,0,120455,0,24091,24091,
436.5,0,0,0,131862,0,26372,26372,
437.5,0,0,0,144279,0,28856,28856,
438.5,0,0,0,157769,0,31554,31554,
439.5,0,0,0,172395,0,34479,34479,
440.5,0,0,0,188222,0,37644,37644,
441.5,0,0,0,205310,0,41062,41062,
442.5,0,0,0,223719,0,44744,44744,
443.5,0,0,0,243504,0,48701,48701,
444.5,0,0,0,264717,0,52943,52943,
445.5,0,0,0,287403,0,57481,57481,
446.5,0,0,0,311602,0,62320,62320,
447.5,0,0,0,337344,0,67469,67469,
448.5,0,0,0,364653,0,72931,72931,
449.5,0,0,0,393538,0,78708,78708,
450.5,0,0,0,424001,0,84800,84800,
451.5,0,0,0,456028,0,91206,91206,
452.5,0,0,0,489593,0,97919,97919,
453.5,0,0,0,524655,0,104931,104931,
454.5,0,0,0,561157,0,112231,112231,
455.5,0,0,0,599025,0,119805,119805,
456.5,0,0,0,638168,0,127634,127634,
457.5,0,0,0,678478,0,135696,135696,
458.5,0,0,0,719830,0,143966,143966,
459.5,0,0,0,762081,0,152416,152416,
460.5,0,0,0,805069,0,161014,161014,
461.5,0,0,0,848618,0,169724,169724,
462.5,0,0,0,892535,0,178507,178507,
463.5,0,0,0,936614,0,187323,187323,
464.5,0,0,0,980633,0,196127,196127,
465.5,0,0,0,1024360,0,204872,204872,
466.5,0,0,0,1067555,0,213511,213511,
467.5,0,0,0,1109968,0,221994,221994,
468.5,0,0,0,1151346,0,230269,230269,
469.5,0,0,0,1191433,0,238287,238287,
470.5,0,0,0,1229972,0,245994,245994,
471.5,0,0,0,1266712,0,253342,253342,
472.5,0,0,0,1301403,0,260281,260281,
473.5,0,0,0,1333810,0,266762,266762,
474.5,0,0,0,1363703,0,272741,272741,
475.5,0,0,0,1390872,0,278174,278174,
476.5,0,0,0,1415120,0,283024,283024,
477.5,0,0,0,1436270,0,287254,287254,
478.5,0,0,0,1454168,0,290834,290834,
479.5,0,0,0,1468681,0,293736,293736,
480.5,0,0,0,1479704,0,295941,295941,
481.5,0,0,0,1487155,0,297431,297431,
482.5,0,0,0,1490981,0,298196,298196,
483.5,0,0,0,1491158,0,298232,298232,
484.5,0,0,0,1487688,0,297538,297538,
485.5,0,0,0,1480603,0,296121,296121,
486.5,0,0,0,1469960,0,293992,293992,
487.5,0,0,0,1455846,0,291169,291169,
488.5,0,0,0,1438371,0,287674,287674,
489.5,0,0,0,1417671,0,283534,283534,
490.5,0,0,0,1393901,0,278780,278780,
491.5,0,0,0,1367240,0,273448,273448,
492.5,0,0,0,1337882,0,267576,267576,
493.5,0,0,0,1306039,0,261208,261208,
494.5,0,0,0,1271932,0,254386,254386,
495.5,0,0,0,1235796,0,247159,247159,
496.5,0,0,0,1197872,0,239574,239574,
497.5,0,0,0,1158405,0,231681,231681,
498.5,0,0,0,1117645,0,223529,223529,
499.5,0,0,0,1075837,0,215167,215167,
500.5,0,0,0,1033227,0,206645,206645,
501.5,0,0,0,990055,0,198011,198011,
502.5,0,0,0,946551,0,189310,189310,
503.5,0,0,0,902940,0,180588,180588,
504.5,0,0,0,859433,0,171887,171887,
505.5,0,0,0,816230,0,163246,163246,
506.5,0,0,0,773516,0,154703,154703,
507.5,0,0,0,731462,0,146292,146292,
508.5,0,0,0,690224,0,138045,138045,
509.5,0,0,0,649943,0,129989,129989,
510.5,0,0,0,610741,0,122148,122148,
511.5,0,0,0,572726,0,114545,114545,
512.5,0,0,0,535990,0,107198,107198,
513.5,0,0,0,500609,0,100122,100122,
514.5,0,0,0,466642,0,93328,93328,
515.5,0,0,0,434136,0,86827,86827,
516.5,0,0,0,403123,0,80625,80625,
517.5,0,0,0,373622,0,74724,74724,
518.5,0,0,0,345640,0,69128,69128,
519.5,0,0,0,319174,0,63835,63835,
520.5,0,0,0,294210,0,58842,58842,
521.5,0,0,0,270725,0,54145,54145,
522.5,0,0,0,248689,0,49738,49738,
523.5,0,0,0,228064,0,45613,45613,
524.5,0,0,0,208807,0,41761,41761,
525.5,0,0,0,190870,0,38174,38174,
526.5,0,0,0,174202,0,34840,34840,
527.5,0,0,0,158748,0,31750,31750,
528.5,0,0,0,144451,0,28890,28890,
529.5,0,0,0,131253,0,26251,26251,
530.5,0,0,0,119094,0,23819,23819,
531.5,0,0,0,107915,0,21583,21583,
532.5,0,0,0,97658,0,19532,19532,
533.5,0,0,0,88263,0,17653,17653,
534.5,0,0,0,79675,0,15935,15935,
535.5,0,0,0,71839,0,14368,14368,
536.5,0,0,0,64700,0,12940,12940,
537.5,0,0,0,58207,0,11641,11641,
538.5,0,0,0,52312,0,10462,10462,
539.5,0,0,0,46968,0,9394,9394,
540.5,0,0,0,42130,0,8426,8426,
541.5,0,0,0,37757,0,7551,7551,
542.5,0,0,0,33809,0,6762,6762,
543.5,0,0,0,30250,0,6050,6050,
544.5,0,0,0,27046,0,5409,5409,
545.5,0,0,0,24165,0,4833,4833,
546.5,0,0,0,21577,0,4315,4315,
547.5,0,0,0,19255,0,3851,3851,
548.5,0,0,0,17173,0,3435,3435,
549.5,0,0,0,15309,0,3062,3062,
550.5,0,0,0,13642,0,2728,2728,
551.5,0,0,0,12152,0,2430,2430,
552.5,0,0,0,10821,0,2164,2164,
553.5,0,0,0,9633,0,1927,1927,
554.5,0,0,0,8573,0,1715,1715,
555.5,0,0,0,7629,0,1526,1526,
556.5,0,0,0,6788,0,1358,1358,
557.5,0,0,0,6039,0,1208,1208,
558.5,0,0,0,5373,0,1075,1075,
559.5,0,0,0,4781,0,956,956,
560.5,0,0,0,4254,0,851,851,
561.5,0,0,0,3786,0,757,757,
562.5,0,0,0,3370,0,674,674,
563.5,0,0,0,3000,0,600,600,
564.5,0,0,0,2672,0,534,534,
565.5,0,0,0,2380,0,476,476,
566.5,0,0,0,2121,0,424,424,
567.5,0,0,0,1891,0,378,378,
568.5,0,0,0,1687,0,337,337,
569.5,0,0,0,1506,0,301,301,
570.5,0,0,0,1345,0,269,269,
571.5,0,0,0,1202,0,240,240,
572.5,0,0,0,1075,0,215,215,
573.5,0,0,0,962,0,192,192,
574.5,0,0,0,861,0,172,172,
575.5,0,0,0,772,0,154,154,
576.5,0,0,0,692,0,138,138,
577.5,0,0,0,622,0,124,124,
578.5,0,0,0,559,0,112,112,
579.5,0,0,0,502,0,100,100,
580.5,0,0,0,452,0,90,90,
581.5,0,0,0,408,0,82,82,
582.5,0,0,0,368,0,74,74,
583.5,0,0,0,332,0,66,66,
584.5,0,0,0,301,0,60,60,
585.5,0,0,0,272,0,54,54,
586.5,0,0,0,247,0,49,49,
587.5,0,0,0,224,0,45,45,
588.5,0,0,0,204,0,41,41,
589.5,0,0,0,185,0,37,37,
590.5,0,0,0,169,0,34,34,
591.5,0,0,0,154,0,31,31,
592.5,0,0,0,141,0,28,28,
593.5,0,0,0,129,0,26,26,
594.5,0,0,0,118,0,24,24,
595.5,0,0,0,108,0,22,22,
596.5,0,0,0,100,0,20,20,
597.5,0,0,0,92,0,18,18,
598.5,0,0,0,85,0,17,17,
599.5,0,0,0,78,0,16,16,
600.5,0,0,0,72,0,14,14,
601.5,0,0,0,67,0,13,13,
602.5,0,0,0,62,0,12,12,
603.5,0,0,0,58,0,12,12,
604.5,0,0,0,54,0,11,11,
605.5,0,0,0,50,0,10,10,
606.5,0,0,0,47,0,9,9,
607.5,0,0,0,44,0,9,9,
608.5,0,0,0,41,0,8,8,
609.5,0,0,0,39,0,8,8,
610.5,0,0,0,36,0,7,7,
611.5,0,0,0,34,0,7,7,
612.5,0,0,0,32,0,6,6,
613.5,0,0,0,31,0,6,6,
614.5,0,0,0,29,0,6,6,
615.5,0,0,0,27,0,5,5,
616.5,0,0,0,26,0,5,5,
617.5,0,0,0,25,0,5,5,
618.5,0,0,0,24,0,5,5,
619.5,0,0,0,23,0,5,5,
620.5,0,0,0,22,0,4,4,
621.5,0,0,0,21,0,4,4,
622.5,0,0,0,20,0,4,4,
623.5,0,0,0,19,0,4,4,
624.5,0,0,0,18,0,4,4,
625.5,0,0,0,18,0,4,4,
626.5,0,0,0,17,0,3,3,
627.5,0,0,0,17,0,3,3,
628.5,0,0,0,16,0,3,3,
629.5,0,0,0,16,0,3,3,
630.5,0,0,0,15,0,3,3,
631.5,0,0,0,15,0,3,3,
632.5,0,0,0,15,0,3,3,
633.5,0,0,0,14,0,3,3,
634.5,0,0,0,14,0,3,3,
635.5,0,0,0,14,0,3,3,
636.5,0,0,0,13,0,3,3,
637.5,0,0,0,13,0,3,3,
638.5,0,0,0,13,0,3,3,
639.5,0,0,0,13,0,3,3,
640.5,0,0,0,13,0,3,3,
641.5,0,0,0,13,0,3,3,
642.5,0,0,0,12,0,2,2,
643.5,0,0,0,12,0,2,2,
644.5,0,0,0,12,0,2,2,
645.5,0,0,0,12,0,2,2,
646.5,0,0,0,12,0,2,2,
647.5,0,0,0,12,0,2,2,
648.5,0,0,0,12,0,2,2,
649.5,0,0,0,12,0,2,2,
650.5,0,0,0,12,0,2,2,
651.5,0,0,0,12,0,2,2,
652.5,0,0,0,12,0,2,2,
653.5,0,0,0,12,0,2,2,
654.5,0,0,0,12,0,2,2,
655.5,0,0,0,13,0,3,3,
656.5,0,0,0,13,0,3,3,
657.5,0,0,0,13,0,3,3,
658.5,0,0,0,13,0,3,3,
659.5,0,0,0,13,0,3,3,
660.5,0,0,0,13,0,3,3,
661.5,0,0,0,14,0,3,3,
662.5,0,0,0,14,0,3,3,
663.5,0,0,0,14,0,3,3,
664.5,0,0,0,14,0,3,3,
665.5,0,0,0,15,0,3,3,
666.5,0,0,0,15,0,3,3,
667.5,0,0,0,15,0,3,3,
668.5,0,0,0,15,0,3,3,
669.5,0,0,0,16,0,3,3,
670.5,0,0,0,16,0,3,3,
671.5,0,0,0,17,0,3,3,
672.5,0,0,0,17,0,3,3,
673.5,0,0,0,17,0,3,3,
674.5,0,0,0,18,0,4,4,
675.5,0,0,0,18,0,4,4,
676.5,0,0,0,19,0,4,4,
677.5,0,0,0,19,0,4,4,
678.5,0,0,0,20,0,4,4,
679.5,0,0,0,21,0,4,4,
680.5,0,0,0,21,0,4,4,
681.5,0,0,0,22,0,4,4,
682.5,0,0,0,23,0,5,5,
683.5,0,0,0,23,0,5,5,
684.5,0,0,0,24,0,5,5,
685.5,0,0,0,25,0,5,5,
686.5,0,0,0,26,0,5,5,
687.5,0,0,0,27,0,5,5,
688.5,0,0,0,28,0,6,6,
689.5,0,0,0,29,0,6,6,
690.5,0,0,0,30,0,6,6,
691.5,0,0,0,31,0,6,6,
692.5,0,0,0,32,0,6,6,
693.5,0,0,0,33,0,7,7,
694.5,0,0,0,34,0,7,7,
695.5,0,0,0,36,0,7,7,
696.5,0,0,0,37,0,7,7,
697.5,0,0,0,39,0,8,8,
698.5,0,0,0,40,0,8,8,
699.5,0,0,0,42,0,8,8,
700.5,0,0,0,43,0,9,9,
701.5,0,0,0,45,0,9,9,
702.5,0,0,0,47,0,9,9,
703.5,0,0,0,49,0,10,10,
704.5,0,0,0,50,0,10,10,
705.5,0,0,0,52,0,10,10,
706.5,0,0,0,55,0,11,11,
707.5,0,0,0,57,0,11,11,
708.5,0,0,0,59,0,12,12,
709.5,0,0,0,61,0,12,12,
710.5,0,0,0,64,0,13,13,
711.5,0,0,0,66,0,13,13,
712.5,0,0,0,69,0,14,14,
713.5,0,0,0,72,0,14,14,
714.5,0,0,0,75,0,15,15,
715.5,0,0,0,78,0,16,16,
716.5,0,0,0,81,0,16,16,
717.5,0,0,0,84,0,17,17,
718.5,0,0,0,88,0,18,18,
719.5,0,0,0,91,0,18,18,
720.5,0,0,0,95,0,19,19,
721.5,0,0,0,99,0,20,20,
722.5,0,0,0,102,0,20,20,
723.5,0,0,0,107,0,21,21,
724.5,0,0,0,111,0,22,22,
725.5,0,0,0,115,0,23,23,
726.5,0,0,0,120,0,24,24,
727.5,0,0,0,124,0,25,25,
728.5,0,0,0,129,0,26,26,
729.5,0,0,0,134,0,27,27,
730.5,0,0,0,139,0,28,28,
731.5,0,0,0,145,0,29,29,
732.5,0,0,0,150,0,30,30,
733.5,0,0,0,156,0,31,31,
734.5,0,0,0,162,0,32,32,
735.5,0,0,0,168,0,34,34,
736.5,0,0,0,174,0,35,35,
737.5,0,0,0,180,0,36,36,
738.5,0,0,0,187,0,37,37,
739.5,0,0,0,194,0,39,39,
740.5,0,0,0,201,0,40,40,
741.5,0,0,0,208,0,42,42,
742.5,0,0,0,216,0,43,43,
743.5,0,0,0,223,0,45,45,
744.5,0,0,0,231,0,46,46,
745.5,0,0,0,239,0,48,48,
746.5,0,0,0,248,0,50,50,
747.5,0,0,0,256,0,51,51,
748.5,0,0,0,265,0,53,53,
749.5,0,0,0,274,0,55,55,
750.5,0,0,0,283,0,57,57,
751.5,0,0,0,292,0,58,58,
752.5,0,0,0,302,0,60,60,
753.5,0,0,0,312,0,62,62,
754.5,0,0,0,322,0,64,64,
755.5,0,0,0,332,0,66,66,
756.5,0,0,0,343,0,69,69,
757.5,0,0,0,354,0,71,71,
758.5,0,0,0,365,0,73,73,
759.5,0,0,0,376,0,75,75,
760.5,0,0,0,388,0,78,78,
761.5,0,0,0,399,0,80,80,
762.5,0,0,0,411,0,82,82,
763.5,0,0,0,424,0,85,85,
764.5,0,0,0,436,0,87,87,
765.5,0,0,0,449,0,90,90,
766.5,0,0,0,462,0,92,92,
767.5,0,0,0,475,0,95,95,
768.5,0,0,0,489,0,98,98,
769.5,0,0,0,502,0,100,100,
770.5,0,0,0,516,0,103,103,
771.5,0,0,0,530,0,106,106,
772.5,0,0,0,545,0,109,109,
773.5,0,0,0,560,0,112,112,
774.5,0,0,0,575,0,115,115,
775.5,0,0,0,590,0,118,118,
776.5,0,0,0,605,0,121,121,
777.5,0,0,0,621,0,124,124,
778.5,0,0,0,637,0,127,127,
779.5,0,0,0,653,0,131,131,
780.5,0,0,0,670,0,134,134,
781.5,0,0,0,686,0,137,137,
782.5,0,0,0,703,0,141,141,
783.5,0,0,0,721,0,144,144,
784.5,0,0,0,738,0,148,148,
785.5,0,0,0,756,0,151,151,
786.5,0,0,0,774,0,155,155,
787.5,0,0,0,792,0,158,158,
788.5,0,0,0,811,0,162,162,
789.5,0,0,0,830,0,166,166,
790.5,0,0,0,849,0,170,170,
791.5,0,0,0,868,0,174,174,
792.5,0,0,0,888,0,178,178,
793.5,0,0,0,908,0,182,182,
794.5,0,0,0,929,0,186,186,
795.5,0,0,0,949,0,190,190,
796.5,0,0,0,970,0,194,194,
797.5,0,0,0,992,0,198,198,
798.5,0,0,0,1013,0,203,203,
799.5,0,0,0,1035,0,207,207,
800.5,0,0,0,1057,0,211,211,
801.5,0,0,0,1080,0,216,216,
802.5,0,0,0,1103,0,221,221,
803.5,0,0,0,1127,0,225,225,
804.5,0,0,0,1150,0,230,230,
805.5,0,0,0,1174,0,235,235,
806.5,0,0,0,1199,0,240,240,
807.5,0,0,0,1224,0,245,245,
808.5,0,0,0,1249,0,250,250,
809.5,0,0,0,1275,0,255,255,
810.5,0,0,0,1301,0,260,260,
811.5,0,0,0,1328,0,266,266,
812.5,0,0,0,1355,0,271,271,
813.5,0,0,0,1383,0,277,277,
814.5,0,0,0,1411,0,282,282,
815.5,0,0,0,1440,0,288,288,
816.5,0,0,0,1469,0,294,294,
817.5,0,0,0,1499,0,300,300,
818.5,0,0,0,1530,0,306,306,
819.5,0,0,0,1561,0,312,312,
820.5,0,0,0,1593,0,319,319,
821.5,0,0,0,1625,0,325,325,
822.5,0,0,0,1658,0,332,332,
823.5,0,0,0,1692,0,338,338,
824.5,0,0,0,1726,0,345,345,
825.5,0,0,0,1762,0,352,352,
826.5,0,0,0,1798,0,360,360,
827.5,0,0,0,1834,0,367,367,
828.5,0,0,0,1872,0,374,374,
829.5,0,0,0,1911,0,382,382,
830.5,0,0,0,1950,0,390,390,
831.5,0,0,0,1991,0,398,398,
832.5,0,0,0,2032,0,406,406,
833.5,0,0,0,2074,0,415,415,
834.5,0,0,0,2118,0,424,424,
835.5,0,0,0,2163,0,433,433,
836.5,0,0,0,2208,0,442,442,
837.5,0,0,0,2255,0,451,451,
838.5,0,0,0,2303,0,461,461,
839.5,0,0,0,2353,0,471,471,
840.5,0,0,0,2404,0,481,481,
841.5,0,0,0,2456,0,491,491,
842.5,0,0,0,2509,0,502,502,
843.5,0,0,0,2565,0,513,513,
844.5,0,0,0,2621,0,524,524,
845.5,0,0,0,2679,0,536,536,
846.5,0,0,0,2739,0,548,548,
847.5,0,0,0,2801,0,560,560,
848.5,0,0,0,2865,0,573,573,
849.5,0,0,0,2930,0,586,586,
850.5,0,0,0,2997,0,599,599,
851.5,0,0,0,3067,0,613,613,
852.5,0,0,0,3138,0,628,628,
853.5,0,0,0,3212,0,642,642,
854.5,0,0,0,3288,0,658,658,
855.5,0,0,0,3367,0,673,673,
856.5,0,0,0,3447,0,689,689,
857.5,0,0,0,3531,0,706,706,
858.5,0,0,0,3617,0,723,723,
859.5,0,0,0,3706,0,741,741,
860.5,0,0,0,3798,0,760,760,
861.5,0,0,0,3892,0,778,778,
862.5,0,0,0,3990,0,798,798,
863.5,0,0,0,4091,0,818,818,
864.5,0,0,0,4196,0,839,839,
865.5,0,0,0,4304,0,861,861,
866.5,0,0,0,4416,0,883,883,
867.5,0,0,0,4531,0,906,906,
868.5,0,0,0,4651,0,930,930,
869.5,0,0,0,4774,0,955,955,
870.5,0,0,0,4902,0,980,980,
871.5,0,0,0,5034,0,1007,1007,
872.5,0,0,0,5171,0,1034,1034,
873.5,0,0,0,5313,0,1063,1063,
874.5,0,0,0,5459,0,1092,1092,
875.5,0,0,0,5611,0,1122,1122,
876.5,0,0,0,5768,0,1154,1154,
877.5,0,0,0,5931,0,1186,1186,
878.5,0,0,0,6100,0,1220,1220,
879.5,0,0,0,6274,0,1255,1255,
880.5,0,0,0,6455,0,1291,1291,
881.5,0,0,0,6643,0,1329,1329,
882.5,0,0,0,6837,0,1367,1367,
883.5,0,0,0,7039,0,1408,1408,
884.5,0,0,0,7247,0,1449,1449,
885.5,0,0,0,7464,0,1493,1493,
886.5,0,0,0,7688,0,1538,1538,
887.5,0,0,0,7920,0,1584,1584,
888.5,0,0,0,8162,0,1632,1632,
889.5,0,0,0,8412,0,1682,1682,
890.5,0,0,0,8671,0,1734,1734,
891.5,0,0,0,8940,0,1788,1788,
892.5,0,0,0,9218,0,1844,1844,
893.5,0,0,0,9508,0,1902,1902,
894.5,0,0,0,9808,0,1962,1962,
895.5,0,0,0,10119,0,2024,2024,
896.5,0,0,0,10441,0,2088,2088,
897.5,0,0,0,10776,0,2155,2155,
898.5,0,0,0,11124,0,2225,2225,
899.5,0,0,0,11484,0,2297,2297,
900.5,0,0,0,11857,0,2371,2371,
901.5,0,0,0,12245,0,2449,2449,
902.5,0,0,0,12647,0,2529,2529,
903.5,0,0,0,13064,0,2613,2613,
904.5,0,0,0,13497,0,2699,2699,
905.5,0,0,0,13946,0,2789,2789,
906.5,0,0,0,14411,0,2882,2882,
907.5,0,0,0,14894,0,2979,2979,
908.5,0,0,0,15395,0,3079,3079,
909.5,0,0,0,15914,0,3183,3183,
910.5,0,0,0,16453,0,3291,3291,
911.5,0,0,0,17012,0,3402,3402,
912.5,0,0,0,17591,0,3518,3518,
913.5,0,0,0,18191,0,3638,3638,
914.5,0,0,0,18814,0,3763,3763,
915.5,0,0,0,19459,0,3892,3892,
916.5,0,0,0,20127,0,4025,4025,
917.5,0,0,0,20820,0,4164,4164,
918.5,0,0,0,21538,0,4308,4308,
919.5,0,0,0,22282,0,4456,4456,
920.5,0,0,0,23053,0,4611,4611,
921.5,0,0,0,23851,0,4770,4770,
922.5,0,0,0,24677,0,4935,4935,
923.5,0,0,0,25533,0,5107,5107,
924.5,0,0,0,26419,0,5284,5284,
925.5,0,0,0,27335,0,5467,5467,
926.5,0,0,0,28284,0,5657,5657,
927.5,0,0,0,29265,0,5853,5853,
928.5,0,0,0,30280,0,6056,6056,
929.5,0,0,0,31329,0,6266,6266,
930.5,0,0,0,32414,0,6483,6483,
931.5,0,0,0,33535,0,6707,6707,
932.5,0,0,0,34694,0,6939,6939,
933.5,0,0,0,35890,0,7178,7178,
934.5,0,0,0,37126,0,7425,7425,
935.5,0,0,0,38401,0,7680,7680,
936.5,0,0,0,39717,0,7943,7943,
937.5,0,0,0,41075,0,8215,8215,
938.5,0,0,0,42475,0,8495,8495,
939.5,0,0,0,43919,0,8784,8784,
940.5,0,0,0,45406,0,9081,9081,
941.5,0,0,0,46938,0,9388,9388,
942.5,0,0,0,48516,0,9703,9703,
943.5,0,0,0,50140,0,10028,10028,
944.5,0,0,0,51811,0,10362,10362,
945.5,0,0,0,53529,0,10706,10706,
946.5,0,0,0,55295,0,11059,11059,
947.5,0,0,0,57109,0,11422,11422,
948.5,0,0,0,58973,0,11795,11795,
949.5,0,0,0,60885,0,12177,12177,
950.5,0,0,0,62848,0,12570,12570,
951.5,0,0,0,64859,0,12972,12972,
952.5,0,0,0,66921,0,13384,13384,
953.5,0,0,0,69033,0,13807,13807,
954.5,0,0,0,71194,0,14239,14239,
955.5,0,0,0,73405,0,14681,14681,
956.5,0,0,0,75665,0,15133,15133,
957.5,0,0,0,77974,0,15595,15595,
958.5,0,0,0,80332,0,16066,16066,
959.5,0,0,0,82737,0,16547,16547,
960.5,0,0,0,85190,0,17038,17038,
961.5,0,0,0,87689,0,17538,17538,
962.5,0,0,0,90233,0,18047,18047,
963.5,0,0,0,92821,0,18564,18564,
964.5,0,0,0,95451,0,19090,19090,
965.5,0,0,0,98122,0,19624,19624,
966.5,0,0,0,100833,0,20167,20167,
967.5,0,0,0,103582,0,20716,20716,
968.5,0,0,0,106366,0,21273,21273,
969.5,0,0,0,109183,0,21837,21837,
970.5,0,0,0,112032,0,22406,22406,
971.5,0,0,0,114908,0,22982,22982,
